OrderID,OrderDate,CustomerID,CustomerAge,CustomerGender,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue,Region
ORD10308,2022-10-19,CUST2083,46.0,Female,PELE142,Power Bank,Electronics,1,2359.93,2359.93,South
ORD13700,2022-10-19,CUST2714,42.0,Male,PSPO826,Cycling Gloves,Sports,1,2462.04,2462.04,North
ORD11251,2022-10-19,CUST2904,31.0,Male,PELE173,Bluetooth Speaker,Electronics,1,2013.79,2013.79,South
ORD15997,2022-10-19,CUST3027,39.0,Male,PAPP509,Running Shoes,Apparel,1,1678.62,1678.62,North
ORD15666,2022-10-19,CUST2757,35.0,Male,PBEA843,Perfume,Beauty,2,988.79,1977.58,West
ORD10497,2022-10-19,CUST2703,21.0,Female,PBEA491,Face Wash,Beauty,1,774.82,774.82,East
ORD14008,2022-10-19,CUST2005,35.0,Male,PELE124,Wireless Earbuds,Electronics,1,1043.73,1043.73,North
ORD12279,2022-10-19,CUST2562,27.0,Male,PHOM704,Blender,Home & Kitchen,1,1088.35,1088.35,North
ORD14136,2022-10-19,CUST3716,35.0,Male,PSPO320,Cricket Bat,Sports,3,947.57,2842.71,North
ORD15777,2022-10-20,CUST3235,39.0,Female,PAPP329,Cotton T-Shirt,Apparel,1,485.07,485.07,East
ORD10343,2022-10-20,CUST2889,37.0,Female,PAPP328,Hoodie,Apparel,1,1726.28,1726.28,East
ORD15007,2022-10-20,CUST2080,46.0,Female,PSPO222,Dumbbell Set,Sports,1,2223.96,2223.96,East
ORD15257,2022-10-20,CUST2161,30.0,Female,PBEA147,Perfume,Beauty,3,981.28,2943.84,North
ORD10528,2022-10-20,CUST2388,27.0,Male,PHOM852,Non-stick Pan,Home & Kitchen,1,868.43,868.43,North
ORD11913,2022-10-20,CUST3658,34.0,Female,PSPO716,Cricket Bat,Sports,1,557.06,557.06,West
ORD14342,2022-10-21,CUST3250,19.0,Female,PHOM568,Cushion Set,Home & Kitchen,2,2335.98,4671.96,North
ORD12909,2022-10-21,CUST3026,35.0,Female,PBEA921,Perfume,Beauty,1,359.43,359.43,West
ORD14868,2022-10-21,CUST3785,26.0,Female,PAPP683,Hoodie,Apparel,1,1347.45,1347.45,North
ORD14331,2022-10-21,CUST2658,30.0,Male,PHOM504,Blender,Home & Kitchen,2,2996.93,5993.86,East
ORD11298,2022-10-21,CUST2905,27.0,Female,PHOM709,Cushion Set,Home & Kitchen,2,2793.46,5586.92,West
ORD10480,2022-10-21,CUST2649,25.0,Female,PHOM228,Blender,Home & Kitchen,1,501.67,501.67,East
ORD14604,2022-10-21,CUST3763,24.0,Female,PBEA609,Shampoo,Beauty,2,1170.3,2340.6,North
ORD11124,2022-10-21,CUST2478,21.0,Female,PHOM412,Blender,Home & Kitchen,1,1211.04,1211.04,North
ORD13760,2022-10-21,CUST2111,38.0,Male,PELE949,Wireless Earbuds,Electronics,1,1984.79,1984.79,South
ORD15607,2022-10-21,CUST2186,25.0,Male,PSPO300,Cricket Bat,Sports,1,1084.9,1084.9,North
ORD11671,2022-10-21,CUST2033,38.0,Female,PSPO929,Dumbbell Set,Sports,1,948.35,948.35,East
ORD13987,2022-10-21,CUST3307,23.0,Male,PELE338,Wireless Earbuds,Electronics,1,1874.22,1874.22,North
ORD14057,2022-10-21,CUST2485,28.0,Female,PHOM504,Storage Rack,Home & Kitchen,1,1704.01,1704.01,North
ORD15119,2022-10-22,CUST2824,39.0,Female,PSPO859,Dumbbell Set,Sports,2,2431.49,4862.98,South
ORD14872,2022-10-22,CUST3208,30.0,Female,PELE165,Smartwatch,Electronics,2,4407.49,8814.98,North
ORD10520,2022-10-22,CUST3769,36.0,Male,PAPP786,Jacket,Apparel,1,1576.33,1576.33,West
ORD12996,2022-10-22,CUST2292,38.0,Female,PAPP217,Denim Jeans,Apparel,1,1786.67,1786.67,East
ORD14559,2022-10-22,CUST3729,27.0,Female,PELE854,Bluetooth Speaker,Electronics,3,3011.61,9034.83,West
ORD13228,2022-10-22,CUST2298,21.0,Male,PBEA857,Perfume,Beauty,1,781.16,781.16,North
ORD15169,2022-10-22,CUST2125,31.0,Female,PSPO795,Football,Sports,1,720.93,720.93,West
ORD14896,2022-10-22,CUST2321,25.0,Female,PHOM128,Cushion Set,Home & Kitchen,1,1281.34,1281.34,North
ORD15056,2022-10-22,CUST3100,28.0,Male,PBEA926,Lipstick,Beauty,1,191.16,191.16,East
ORD14149,2022-10-22,CUST3734,26.0,Female,PSPO367,Football,Sports,1,1002.19,1002.19,North
ORD14334,2022-10-22,CUST3367,29.0,Female,PELE149,Bluetooth Speaker,Electronics,1,2942.22,2942.22,North
ORD11640,2022-10-22,CUST2673,24.0,Male,PSPO514,Yoga Mat,Sports,2,2111.97,4223.94,South
ORD15910,2022-10-22,CUST3440,33.0,Male,PELE366,Smartwatch,Electronics,1,1776.14,1776.14,North
ORD11491,2022-10-22,CUST3176,34.0,Female,PELE374,Wireless Earbuds,Electronics,1,2309.43,2309.43,South
ORD10763,2022-10-22,CUST3021,29.0,Male,PHOM359,Blender,Home & Kitchen,1,2871.69,2871.69,East
ORD11840,2022-10-22,CUST3091,41.0,Male,PELE647,Smartwatch,Electronics,1,1692.3,1692.3,South
ORD12504,2022-10-22,CUST3168,46.0,Female,PSPO583,Yoga Mat,Sports,1,856.43,856.43,East
ORD15953,2022-10-22,CUST3444,23.0,Female,PBEA729,Lipstick,Beauty,1,778.32,778.32,South
ORD15632,2022-10-22,CUST2116,38.0,Male,PAPP821,Jacket,Apparel,2,1972.49,3944.98,West
ORD10452,2022-10-22,CUST2792,42.0,Male,PBEA874,Face Serum,Beauty,1,1012.59,1012.59,West
ORD11153,2022-10-22,CUST3441,44.0,Female,PELE825,Power Bank,Electronics,2,2994.73,5989.46,West
ORD13930,2022-10-22,CUST2792,37.0,Male,PAPP357,Hoodie,Apparel,1,1810.92,1810.92,North
ORD14661,2022-10-22,CUST2476,38.0,Male,PAPP252,Denim Jeans,Apparel,1,2152.84,2152.84,West
ORD15830,2022-10-22,CUST3703,16.0,Male,PSPO605,Dumbbell Set,Sports,1,1860.55,1860.55,East
ORD11470,2022-10-23,CUST3329,41.0,Female,PSPO732,Cycling Gloves,Sports,1,1439.14,1439.14,South
ORD13192,2022-10-23,CUST2772,31.0,Female,PBEA512,Face Serum,Beauty,1,833.95,833.95,East
ORD14691,2022-10-23,CUST3523,38.0,Male,PELE378,Power Bank,Electronics,1,4039.21,4039.21,East
ORD11013,2022-10-23,CUST2983,32.0,Female,PELE755,Smartphone Case,Electronics,3,1489.57,4468.71,East
ORD13910,2022-10-23,CUST3331,42.0,Female,PAPP197,Hoodie,Apparel,2,1096.23,2192.46,South
ORD10337,2022-10-23,CUST3336,33.0,Female,PHOM252,Cushion Set,Home & Kitchen,1,2768.9,2768.9,South
ORD14928,2022-10-23,CUST2865,17.0,Male,PBEA876,Face Serum,Beauty,1,745.82,745.82,South
ORD13453,2022-10-23,CUST3538,26.0,Female,PELE340,Bluetooth Speaker,Electronics,1,2352.3,2352.3,South
ORD14137,2022-10-23,CUST2563,23.0,Female,PBEA519,Face Wash,Beauty,1,1086.23,1086.23,South
ORD11980,2022-10-23,CUST3297,47.0,Female,PAPP395,Denim Jeans,Apparel,2,1233.45,2466.9,East
ORD10067,2022-10-23,CUST2439,20.0,Female,PSPO641,Cycling Gloves,Sports,1,268.38,268.38,South
ORD13633,2022-10-23,CUST3011,31.0,Male,PAPP485,Running Shoes,Apparel,1,1048.76,1048.76,West
ORD14112,2022-10-23,CUST3180,26.0,Male,PHOM238,Cushion Set,Home & Kitchen,2,2570.65,5141.3,North
ORD11098,2022-10-23,CUST3205,36.0,Male,PELE805,Smartphone Case,Electronics,1,1425.23,1425.23,North
ORD10422,2022-10-23,CUST3385,28.0,Female,PELE631,Wireless Earbuds,Electronics,2,2223.76,4447.52,North
ORD14668,2022-10-24,CUST2530,39.0,Female,PAPP641,Running Shoes,Apparel,2,779.84,1559.68,South
ORD11790,2022-10-24,CUST3385,42.0,Male,PHOM844,Non-stick Pan,Home & Kitchen,1,1911.65,1911.65,West
ORD15210,2022-10-24,CUST3195,48.0,Female,PAPP287,Jacket,Apparel,1,1290.82,1290.82,South
ORD12542,2022-10-24,CUST3621,24.0,Female,PAPP896,Jacket,Apparel,1,2156.75,2156.75,East
ORD15986,2022-10-24,CUST3240,32.0,Male,PELE935,Bluetooth Speaker,Electronics,2,1270.51,2541.02,East
ORD15466,2022-10-24,CUST3729,35.0,Female,PELE516,Power Bank,Electronics,1,1702.13,1702.13,North
ORD15964,2022-10-24,CUST2137,19.0,Male,PBEA389,Shampoo,Beauty,1,433.74,433.74,North
ORD15832,2022-10-24,CUST3495,40.0,Male,PELE514,Power Bank,Electronics,1,4445.47,4445.47,East
ORD12752,2022-10-24,CUST2300,29.0,Female,PELE554,Smartphone Case,Electronics,1,1177.76,1177.76,North
ORD11979,2022-10-24,CUST3613,29.0,Male,PAPP387,Jacket,Apparel,1,942.5,942.5,East
ORD10285,2022-10-24,CUST3571,25.0,Male,PAPP643,Running Shoes,Apparel,1,1295.73,1295.73,North
ORD11759,2022-10-24,CUST3005,37.0,Male,PELE656,Wireless Earbuds,Electronics,1,2444.24,2444.24,South
ORD14435,2022-10-24,CUST3485,16.0,Male,PAPP237,Cotton T-Shirt,Apparel,2,1408.17,2816.34,South
ORD14765,2022-10-24,CUST3544,20.0,Female,PAPP483,Jacket,Apparel,1,1040.26,1040.26,South
ORD12632,2022-10-24,CUST2753,25.0,Female,PBEA990,Face Wash,Beauty,2,925.11,1850.22,North
ORD14927,2022-10-24,CUST2547,17.0,Female,PAPP159,Denim Jeans,Apparel,2,1363.71,2727.42,West
ORD13329,2022-10-24,CUST3644,32.0,Female,PSPO842,Cricket Bat,Sports,1,813.66,813.66,East
ORD11270,2022-10-24,CUST3082,25.0,Female,PSPO775,Cycling Gloves,Sports,1,1693.82,1693.82,North
ORD14622,2022-10-25,CUST3485,31.0,Female,PELE984,Bluetooth Speaker,Electronics,1,1235.24,1235.24,West
ORD15269,2022-10-25,CUST3596,35.0,Male,PHOM860,Storage Rack,Home & Kitchen,1,1745.76,1745.76,West
ORD12678,2022-10-25,CUST2463,58.0,Female,PELE482,Power Bank,Electronics,1,4015.81,4015.81,West
ORD15479,2022-10-25,CUST3701,36.0,Male,PELE901,Smartwatch,Electronics,3,4214.68,12644.04,South
ORD15687,2022-10-25,CUST2023,29.0,Female,PHOM128,Blender,Home & Kitchen,1,989.24,989.24,South
ORD10475,2022-10-25,CUST2595,38.0,Female,PBEA912,Face Serum,Beauty,1,977.93,977.93,North
ORD10312,2022-10-25,CUST3478,28.0,Male,PBEA467,Face Serum,Beauty,1,212.77,212.77,South
ORD14002,2022-10-25,CUST2064,32.0,Female,PAPP238,Denim Jeans,Apparel,1,1953.93,1953.93,South
ORD13831,2022-10-25,CUST2976,36.0,Female,PBEA889,Perfume,Beauty,1,968.94,968.94,South
ORD11090,2022-10-25,CUST2265,35.0,Female,PELE744,Wireless Earbuds,Electronics,2,3034.54,6069.08,North
ORD13622,2022-10-25,CUST3257,25.0,Female,PAPP741,Running Shoes,Apparel,1,1407.44,1407.44,East
ORD12519,2022-10-25,CUST3535,38.0,Male,PHOM908,Cushion Set,Home & Kitchen,1,925.21,925.21,North
ORD14753,2022-10-25,CUST3078,35.0,Male,PBEA843,Face Wash,Beauty,1,1244.05,1244.05,South
ORD14665,2022-10-25,CUST3170,32.0,Female,PHOM295,Table Lamp,Home & Kitchen,1,2985.35,2985.35,North
ORD12942,2022-10-25,CUST2546,31.0,Female,PBEA950,Face Wash,Beauty,3,231.26,693.78,West
ORD12235,2022-10-25,CUST3358,26.0,Female,PAPP610,Running Shoes,Apparel,2,1953.74,3907.48,East
ORD10979,2022-10-25,CUST2801,16.0,Male,PHOM414,Non-stick Pan,Home & Kitchen,1,2293.52,2293.52,North
ORD14884,2022-10-25,CUST2123,33.0,Female,PAPP796,Hoodie,Apparel,1,479.83,479.83,West
ORD14228,2022-10-25,CUST3443,23.0,Male,PAPP733,Jacket,Apparel,1,1185.77,1185.77,North
ORD13032,2022-10-25,CUST2914,18.0,Female,PSPO990,Yoga Mat,Sports,1,1418.86,1418.86,South
ORD10394,2022-10-25,CUST2468,16.0,Female,PAPP520,Running Shoes,Apparel,2,2194.59,4389.18,North
ORD10323,2022-10-25,CUST2252,33.0,Male,PELE357,Smartphone Case,Electronics,3,3700.8,11102.4,West
ORD14204,2022-10-26,CUST2391,43.0,Female,PHOM220,Cushion Set,Home & Kitchen,1,592.58,592.58,North
ORD15821,2022-10-26,CUST2141,24.0,Male,PBEA755,Perfume,Beauty,1,710.94,710.94,South
ORD13195,2022-10-26,CUST2375,29.0,Female,PSPO281,Cricket Bat,Sports,1,447.49,447.49,East
ORD12596,2022-10-26,CUST2041,41.0,Female,PSPO754,Football,Sports,1,521.15,521.15,West
ORD12136,2022-10-26,CUST3238,16.0,Female,PBEA274,Shampoo,Beauty,1,806.88,806.88,South
ORD11474,2022-10-26,CUST3589,36.0,Female,PHOM100,Storage Rack,Home & Kitchen,1,1611.86,1611.86,South
ORD10699,2022-10-26,CUST2302,29.0,Female,PHOM973,Blender,Home & Kitchen,1,603.59,603.59,East
ORD10322,2022-10-26,CUST2773,22.0,Female,PELE114,Wireless Earbuds,Electronics,1,2111.99,2111.99,West
ORD13976,2022-10-26,CUST3152,42.0,Female,PAPP349,Hoodie,Apparel,1,1623.86,1623.86,West
ORD12558,2022-10-26,CUST2502,26.0,Female,PHOM997,Non-stick Pan,Home & Kitchen,1,1084.54,1084.54,North
ORD10815,2022-10-26,CUST2851,34.0,Female,PELE583,Smartwatch,Electronics,1,1484.47,1484.47,West
ORD11240,2022-10-26,CUST2338,33.0,Male,PELE840,Smartwatch,Electronics,1,4042.18,4042.18,South
ORD11179,2022-10-26,CUST3108,54.0,Female,PSPO861,Football,Sports,1,1557.85,1557.85,North
ORD12606,2022-10-26,CUST2049,30.0,Male,PHOM478,Table Lamp,Home & Kitchen,2,2697.27,5394.54,East
ORD15638,2022-10-26,CUST2758,60.0,Male,PELE854,Wireless Earbuds,Electronics,1,3066.65,3066.65,South
ORD11296,2022-10-26,CUST3183,23.0,Male,PHOM446,Table Lamp,Home & Kitchen,2,880.41,1760.82,North
ORD11871,2022-10-26,CUST2074,45.0,Male,PELE500,Power Bank,Electronics,1,2272.75,2272.75,East
ORD15008,2022-10-26,CUST3296,30.0,Female,PHOM114,Table Lamp,Home & Kitchen,1,1335.71,1335.71,West
ORD10256,2022-10-27,CUST3098,20.0,Male,PHOM130,Non-stick Pan,Home & Kitchen,2,1803.97,3607.94,East
ORD14780,2022-10-27,CUST3665,29.0,Male,PAPP758,Running Shoes,Apparel,1,535.59,535.59,East
ORD12462,2022-10-27,CUST2739,34.0,Male,PAPP941,Cotton T-Shirt,Apparel,1,1906.13,1906.13,East
ORD13425,2022-10-27,CUST3442,39.0,Male,PAPP412,Jacket,Apparel,1,498.36,498.36,North
ORD11151,2022-10-27,CUST3003,30.0,Male,PHOM499,Table Lamp,Home & Kitchen,2,1880.46,3760.92,South
ORD11324,2022-10-27,CUST2435,26.0,Male,PBEA299,Perfume,Beauty,1,1279.93,1279.93,South
ORD15576,2022-10-27,CUST2850,44.0,Female,PELE944,Smartwatch,Electronics,2,3240.6,6481.2,North
ORD11636,2022-10-27,CUST2852,37.0,Male,PHOM245,Storage Rack,Home & Kitchen,1,2202.28,2202.28,West
ORD14084,2022-10-27,CUST2329,36.0,Male,PELE259,Smartwatch,Electronics,2,1603.74,3207.48,West
ORD15231,2022-10-27,CUST3713,26.0,Male,PBEA351,Face Wash,Beauty,1,1043.89,1043.89,North
ORD13685,2022-10-27,CUST3330,23.0,Male,PELE944,Bluetooth Speaker,Electronics,1,906.07,906.07,North
ORD14657,2022-10-27,CUST2673,25.0,Female,PBEA587,Lipstick,Beauty,1,496.79,496.79,North
ORD10543,2022-10-27,CUST2844,20.0,Male,PSPO496,Dumbbell Set,Sports,1,262.79,262.79,North
ORD13618,2022-10-27,CUST3535,26.0,Male,PELE879,Smartphone Case,Electronics,1,4099.22,4099.22,East
ORD13072,2022-10-28,CUST2971,30.0,Male,PSPO510,Cycling Gloves,Sports,2,2436.94,4873.88,East
ORD10772,2022-10-28,CUST2262,17.0,Male,PHOM948,Non-stick Pan,Home & Kitchen,1,960.42,960.42,South
ORD14815,2022-10-28,CUST2388,36.0,Female,PELE545,Smartphone Case,Electronics,1,3089.17,3089.17,West
ORD14495,2022-10-28,CUST3177,51.0,Female,PAPP947,Cotton T-Shirt,Apparel,1,746.33,746.33,East
ORD10271,2022-10-28,CUST3167,18.0,Female,PBEA423,Perfume,Beauty,1,1237.48,1237.48,West
ORD15074,2022-10-28,CUST3462,50.0,Female,PELE414,Bluetooth Speaker,Electronics,1,2764.49,2764.49,West
ORD15163,2022-10-29,CUST3443,26.0,Male,PSPO217,Dumbbell Set,Sports,1,2083.4,2083.4,East
ORD14372,2022-10-29,CUST2577,25.0,Male,PELE768,Smartphone Case,Electronics,1,1036.49,1036.49,West
ORD14599,2022-10-30,CUST2885,40.0,Male,PELE830,Power Bank,Electronics,1,1538.19,1538.19,North
ORD14321,2022-10-30,CUST2497,30.0,Female,PAPP865,Cotton T-Shirt,Apparel,1,1995.31,1995.31,East
ORD11894,2022-10-30,CUST3166,17.0,Male,PAPP481,Hoodie,Apparel,2,1675.94,3351.88,South
ORD11756,2022-10-30,CUST3708,25.0,Male,PELE660,Bluetooth Speaker,Electronics,1,2761.59,2761.59,West
ORD14940,2022-10-30,CUST2279,34.0,Female,PSPO419,Football,Sports,1,1163.03,1163.03,South
ORD14297,2022-10-30,CUST2736,31.0,Male,PELE478,Smartwatch,Electronics,1,2901.59,2901.59,West
ORD15707,2022-10-31,CUST2803,28.0,Male,PBEA328,Shampoo,Beauty,1,492.62,492.62,North
ORD10709,2022-11-01,CUST2426,26.0,Male,PSPO183,Cycling Gloves,Sports,1,329.63,329.63,North
ORD13871,2022-11-01,CUST2054,38.0,Female,PBEA587,Face Wash,Beauty,1,548.77,548.77,North
ORD10744,2022-11-01,CUST3448,33.0,Female,PAPP772,Jacket,Apparel,2,1807.33,3614.66,South
ORD15261,2022-11-01,CUST3523,23.0,Male,PHOM170,Storage Rack,Home & Kitchen,1,2998.8,2998.8,North
ORD12740,2022-11-01,CUST2486,37.0,Female,PELE119,Wireless Earbuds,Electronics,1,3216.79,3216.79,South
ORD12703,2022-11-01,CUST2285,30.0,Male,PHOM693,Non-stick Pan,Home & Kitchen,1,2232.98,2232.98,North
ORD12832,2022-11-01,CUST2171,31.0,Male,PBEA178,Face Wash,Beauty,1,835.13,835.13,North
ORD10364,2022-11-01,CUST3478,33.0,Female,PBEA318,Face Wash,Beauty,1,1359.9,1359.9,West
ORD14374,2022-11-01,CUST2231,30.0,Female,PAPP662,Denim Jeans,Apparel,1,944.38,944.38,West
ORD13468,2022-11-01,CUST2222,16.0,Female,PAPP522,Hoodie,Apparel,1,1966.41,1966.41,South
ORD10013,2022-11-01,CUST2782,27.0,Male,PBEA118,Perfume,Beauty,1,1232.75,1232.75,North
ORD10881,2022-11-01,CUST3275,17.0,Female,PELE606,Smartphone Case,Electronics,1,3071.64,3071.64,South
ORD15335,2022-11-01,CUST2474,47.0,Female,PHOM391,Non-stick Pan,Home & Kitchen,1,2490.76,2490.76,West
ORD14530,2022-11-01,CUST3049,35.0,Female,PBEA500,Shampoo,Beauty,1,197.61,197.61,East
ORD12168,2022-11-02,CUST2364,16.0,Male,PELE435,Wireless Earbuds,Electronics,1,1134.31,1134.31,East
ORD10965,2022-11-02,CUST2390,33.0,Female,PELE813,Smartphone Case,Electronics,1,3721.7,3721.7,West
ORD10109,2022-11-02,CUST2193,30.0,Male,PELE363,Smartphone Case,Electronics,1,1522.15,1522.15,South
ORD15947,2022-11-02,CUST2684,44.0,Female,PBEA851,Face Wash,Beauty,2,1116.88,2233.76,South
ORD10091,2022-11-02,CUST3325,37.0,Male,PAPP789,Cotton T-Shirt,Apparel,1,1509.97,1509.97,West
ORD15984,2022-11-02,CUST3268,22.0,Male,PELE425,Smartwatch,Electronics,2,1787.38,3574.76,East
ORD13206,2022-11-02,CUST2617,31.0,Male,PAPP155,Cotton T-Shirt,Apparel,1,904.28,904.28,East
ORD13427,2022-11-02,CUST3538,33.0,Female,PHOM486,Table Lamp,Home & Kitchen,1,2598.39,2598.39,North
ORD10575,2022-11-02,CUST2989,43.0,Male,PSPO900,Yoga Mat,Sports,1,1205.01,1205.01,West
ORD13627,2022-11-02,CUST2915,37.0,Male,PBEA892,Lipstick,Beauty,1,524.35,524.35,North
ORD13579,2022-11-02,CUST2193,39.0,Female,PSPO987,Cycling Gloves,Sports,2,2406.72,4813.44,East
ORD13917,2022-11-02,CUST2640,28.0,Female,PELE537,Wireless Earbuds,Electronics,1,3460.0,3460.0,North
ORD15199,2022-11-02,CUST2361,43.0,Female,PBEA504,Face Wash,Beauty,1,954.41,954.41,North
ORD10215,2022-11-02,CUST2326,31.0,Female,PELE623,Wireless Earbuds,Electronics,2,2424.37,4848.74,East
ORD14900,2022-11-02,CUST2644,36.0,Female,PELE162,Smartwatch,Electronics,2,4208.32,8416.64,West
ORD13505,2022-11-02,CUST2701,45.0,Male,PAPP679,Denim Jeans,Apparel,1,1070.24,1070.24,West
ORD15543,2022-11-03,CUST2115,28.0,Female,PSPO492,Yoga Mat,Sports,1,2083.64,2083.64,East
ORD14421,2022-11-03,CUST2439,25.0,Male,PAPP289,Denim Jeans,Apparel,1,652.98,652.98,West
ORD13818,2022-11-03,CUST3450,21.0,Female,PSPO694,Cricket Bat,Sports,1,417.88,417.88,South
ORD13571,2022-11-03,CUST2312,40.0,Male,PSPO871,Dumbbell Set,Sports,1,1402.82,1402.82,West
ORD10546,2022-11-03,CUST3034,27.0,Male,PHOM871,Table Lamp,Home & Kitchen,1,2192.18,2192.18,West
ORD14175,2022-11-03,CUST3467,37.0,Male,PSPO454,Dumbbell Set,Sports,1,1432.15,1432.15,South
ORD12767,2022-11-03,CUST2155,29.0,Female,PHOM951,Cushion Set,Home & Kitchen,1,2459.04,2459.04,North
ORD13083,2022-11-03,CUST2410,30.0,Female,PAPP732,Cotton T-Shirt,Apparel,1,856.18,856.18,North
ORD15681,2022-11-03,CUST2288,32.0,Male,PHOM400,Blender,Home & Kitchen,2,1330.88,2661.76,West
ORD11368,2022-11-03,CUST3749,24.0,Male,PHOM869,Non-stick Pan,Home & Kitchen,1,2337.29,2337.29,North
ORD12176,2022-11-03,CUST2799,21.0,Male,PBEA230,Perfume,Beauty,1,219.11,219.11,South
ORD13532,2022-11-03,CUST2187,33.0,Male,PHOM926,Cushion Set,Home & Kitchen,1,2004.5,2004.5,East
ORD13039,2022-11-03,CUST2650,26.0,Female,PBEA486,Face Wash,Beauty,1,442.15,442.15,South
ORD12018,2022-11-03,CUST3202,30.0,Female,PHOM194,Storage Rack,Home & Kitchen,1,1056.07,1056.07,West
ORD12184,2022-11-03,CUST2555,22.0,Male,PAPP736,Denim Jeans,Apparel,2,1776.57,3553.14,South
ORD13925,2022-11-03,CUST3536,29.0,Male,PHOM252,Non-stick Pan,Home & Kitchen,1,2218.81,2218.81,West
ORD13162,2022-11-03,CUST2282,39.0,Female,PSPO341,Football,Sports,1,1118.24,1118.24,North
ORD14388,2022-11-03,CUST2542,45.0,Male,PAPP693,Jacket,Apparel,1,952.67,952.67,North
ORD14398,2022-11-04,CUST2711,56.0,Male,PAPP446,Hoodie,Apparel,2,1595.54,3191.08,South
ORD11494,2022-11-04,CUST3676,19.0,Male,PELE363,Power Bank,Electronics,1,1183.19,1183.19,South
ORD15397,2022-11-04,CUST3588,28.0,Male,PBEA657,Face Serum,Beauty,2,1340.76,2681.52,East
ORD10478,2022-11-04,CUST3722,16.0,Female,PBEA360,Face Serum,Beauty,1,786.28,786.28,North
ORD13379,2022-11-04,CUST3608,38.0,Male,PHOM363,Non-stick Pan,Home & Kitchen,1,1471.52,1471.52,North
ORD13537,2022-11-04,CUST3008,33.0,Male,PHOM577,Cushion Set,Home & Kitchen,1,1268.84,1268.84,South
ORD11679,2022-11-04,CUST2355,44.0,Female,PBEA392,Perfume,Beauty,2,1045.24,2090.48,East
ORD10781,2022-11-04,CUST3561,24.0,Female,PAPP965,Running Shoes,Apparel,2,1093.1,2186.2,South
ORD13860,2022-11-04,CUST2348,42.0,Female,PAPP191,Jacket,Apparel,1,1510.49,1510.49,East
ORD13757,2022-11-04,CUST3544,40.0,Male,PAPP939,Running Shoes,Apparel,1,495.08,495.08,North
ORD14920,2022-11-04,CUST2391,34.0,Male,PELE524,Smartphone Case,Electronics,1,2215.23,2215.23,North
ORD11443,2022-11-04,CUST2930,42.0,Male,PBEA314,Perfume,Beauty,2,1369.74,2739.48,North
ORD15324,2022-11-04,CUST2618,39.0,Female,PBEA912,Face Wash,Beauty,1,470.58,470.58,South
ORD13106,2022-11-04,CUST2436,30.0,Female,PELE206,Power Bank,Electronics,1,2694.64,2694.64,East
ORD15574,2022-11-04,CUST3546,23.0,Male,PHOM731,Non-stick Pan,Home & Kitchen,2,1563.85,3127.7,North
ORD14174,2022-11-04,CUST2731,20.0,Female,PHOM671,Cushion Set,Home & Kitchen,1,330.51,330.51,East
ORD10991,2022-11-04,CUST2302,33.0,Female,PBEA416,Face Wash,Beauty,1,350.59,350.59,South
ORD13049,2022-11-04,CUST3110,33.0,Female,PAPP886,Running Shoes,Apparel,1,959.57,959.57,South
ORD14682,2022-11-05,CUST3709,24.0,Female,PAPP244,Cotton T-Shirt,Apparel,1,1791.22,1791.22,South
ORD13569,2022-11-05,CUST3685,38.0,Female,PELE440,Smartwatch,Electronics,1,2679.41,2679.41,East
ORD12123,2022-11-05,CUST3198,42.0,Female,PHOM622,Table Lamp,Home & Kitchen,2,2672.55,5345.1,South
ORD10209,2022-11-05,CUST3366,43.0,Female,PSPO623,Cycling Gloves,Sports,2,1103.73,2207.46,East
ORD12396,2022-11-05,CUST2297,26.0,Male,PSPO190,Cycling Gloves,Sports,1,2297.93,2297.93,West
ORD10152,2022-11-05,CUST2882,21.0,Male,PELE502,Wireless Earbuds,Electronics,1,3635.5,3635.5,North
ORD15360,2022-11-05,CUST3457,30.0,Female,PELE533,Smartphone Case,Electronics,1,953.21,953.21,South
ORD10286,2022-11-05,CUST2169,33.0,Male,PBEA315,Face Serum,Beauty,1,950.24,950.24,East
ORD10078,2022-11-05,CUST2316,24.0,Female,PBEA814,Shampoo,Beauty,1,1328.82,1328.82,South
ORD12938,2022-11-05,CUST2428,16.0,Male,PAPP784,Jacket,Apparel,1,2094.11,2094.11,South
ORD15434,2022-11-05,CUST2336,30.0,Male,PBEA250,Face Wash,Beauty,1,274.24,274.24,South
ORD13159,2022-11-05,CUST3637,25.0,Male,PHOM751,Non-stick Pan,Home & Kitchen,1,1425.9,1425.9,West
ORD12202,2022-11-05,CUST3470,38.0,Male,PELE663,Power Bank,Electronics,1,2030.29,2030.29,South
ORD10743,2022-11-05,CUST2883,41.0,Female,PELE677,Bluetooth Speaker,Electronics,1,2508.24,2508.24,East
ORD13315,2022-11-05,CUST2397,29.0,Male,PELE977,Smartphone Case,Electronics,1,1592.52,1592.52,North
ORD15768,2022-11-05,CUST3031,37.0,Male,PAPP278,Denim Jeans,Apparel,1,852.21,852.21,West
ORD10716,2022-11-05,CUST3350,36.0,Male,PHOM929,Non-stick Pan,Home & Kitchen,1,697.37,697.37,South
ORD11136,2022-11-05,CUST2343,28.0,Female,PSPO794,Football,Sports,1,1776.33,1776.33,South
ORD13669,2022-11-05,CUST3559,30.0,Female,PAPP423,Denim Jeans,Apparel,1,2138.57,2138.57,West
