App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated
Game App 178,GAME,4.416981480460271,674,21.8M,"1,000,000+",Free,0,Everyone,"March 19, 2023"
Game App 718,GAME,4.444514616424754,271,5.8M,"10,000+",Free,0,Everyone,"April 04, 2023"
Tools App 654,TOOLS,3.8435149029849804,137,70.4M,"1,000+",Free,0,Everyone,"April 03, 2024"
Productivity App 516,PRODUCTIVITY,4.516161554666322,92,46.3M,"100,000+",Free,0,Everyone,"November 26, 2024"
Social App 14,SOCIAL,4.649610767502276,223,40.0M,"10,000+",Free,0,Everyone,"February 09, 2023"
Game App 228,GAME,4.189911255382384,36,19.8M,"10,000,000+",Free,0,Everyone,"June 08, 2024"
Social App 837,SOCIAL,4.925093685783429,58,1.0M,"500,000+",Free,0,Teen,"July 16, 2024"
Photography App 316,PHOTOGRAPHY,3.456380419177524,42,28.2M,"100,000+",Free,0,Everyone,"June 10, 2024"
Music And Audio App 775,MUSIC_AND_AUDIO,4.868299539875724,4,62.1M,"5,000+",Free,0,Everyone 10+,"February 28, 2024"
Game App 356,GAME,4.38607400725082,66,37.9M,"1,000,000+",Free,0,Everyone,"March 04, 2023"
Social App 294,SOCIAL,3.4572036968949056,545,1.0M,"5,000+",Free,0,Everyone 10+,"May 15, 2023"
Shopping App 453,SHOPPING,4.492777341338796,1706,34.5M,"500,000+",Free,0,Everyone,"February 12, 2023"
Shopping App 331,SHOPPING,4.119006215263405,0,1.0M,"10,000+",Free,0,Everyone,"April 04, 2023"
Health And Fitness App 676,HEALTH_AND_FITNESS,3.2803261932723773,335,15.5M,"100,000+",Free,0,Everyone,"September 27, 2024"
Business App 387,BUSINESS,4.049946278137816,99,40.5M,"5,000,000+",Free,0,Mature 17+,"September 25, 2023"
Education App 857,EDUCATION,4.5228497232567495,1,24.2M,"10,000+",Free,0,Everyone,"February 07, 2023"
Education App 200,EDUCATION,4.121679748649176,246,79.9M,"5,000+",Free,0,Everyone,"October 09, 2023"
Game App 592,GAME,4.024459544172258,2769,105.5M,"1,000,000+",Paid,$10.19,Everyone,"September 17, 2024"
Productivity App 130,PRODUCTIVITY,3.738842017301492,205,18.5M,"10,000+",Paid,$23.02,Everyone,"April 13, 2024"
Game App 91,GAME,4.756041813439899,192,12.8M,"5,000+",Free,0,Mature 17+,"July 26, 2023"
Photography App 638,PHOTOGRAPHY,4.84819377601903,2629,74.2M,"100,000+",Free,0,Teen,"April 16, 2024"
Game App 127,GAME,4.426407386510509,1058,11.9M,"50,000+",Paid,$27.86,Everyone,"September 19, 2024"
Education App 655,EDUCATION,3.8878472432918563,397,21.9M,"500,000+",Paid,$15.41,Everyone 10+,"February 10, 2023"
Social App 164,SOCIAL,3.855716682407758,7313,78.0M,"100,000+",Free,0,Everyone,"July 07, 2024"
Productivity App 112,PRODUCTIVITY,3.6662175698616664,1419,62.0M,"10,000+",Free,0,Mature 17+,"May 25, 2024"
Health And Fitness App 835,HEALTH_AND_FITNESS,3.9950215636670534,6371,30.3M,"10,000+",Free,0,Everyone,"March 19, 2023"
Game App 703,GAME,4.226589511895947,43,3.6M,"10,000+",Free,0,Everyone,"September 24, 2024"
Shopping App 318,SHOPPING,4.194282103906627,7731,1.8M,"500,000+",Paid,$26.49,Everyone,"October 07, 2023"
Photography App 491,PHOTOGRAPHY,4.076943071556096,26,18.3M,"50,000+",Free,0,Everyone,"December 19, 2023"
Tools App 665,TOOLS,3.9401157556514135,1134,48.8M,"10,000+",Free,0,Teen,"April 22, 2024"
Shopping App 673,SHOPPING,4.282385357255362,275,Varies with device,"100,000+",Free,0,Everyone,"July 31, 2023"
Business App 427,BUSINESS,3.4120830258464983,4824,24.2M,"10,000+",Free,0,Everyone,"July 15, 2023"
Tools App 613,TOOLS,3.8137859990518823,1537,50.1M,"100,000+",Free,0,Everyone,"February 10, 2023"
Music And Audio App 73,MUSIC_AND_AUDIO,3.7722561989975922,42,10.6M,"100,000+",Free,0,Teen,"March 30, 2024"
Tools App 3,TOOLS,4.438554890134771,101,44.4M,"100,000+",Free,0,Everyone,"March 17, 2024"
Tools App 438,TOOLS,4.215509657878819,1410,32.8M,"10,000+",Free,0,Everyone,"June 11, 2024"
Health And Fitness App 345,HEALTH_AND_FITNESS,3.8677550190446146,11460,24.3M,"5,000+",Free,0,Teen,"November 02, 2023"
Health And Fitness App 287,HEALTH_AND_FITNESS,4.867369192530066,5,39.5M,"5,000,000+",Free,0,Everyone,"June 01, 2023"
Communication App 13,COMMUNICATION,3.65880896444587,1372,33.3M,"1,000+",Free,0,Everyone,"February 09, 2024"
Game App 827,GAME,4.107487962557745,413,Varies with device,"100,000,000+",Free,0,Everyone,"November 10, 2024"
Productivity App 679,PRODUCTIVITY,3.5443067483026245,2,3.5M,"50,000+",Free,0,Everyone,"October 14, 2024"
Business App 364,BUSINESS,4.858790052881325,20701,69.5M,"500,000+",Free,0,Teen,"September 05, 2024"
Education App 109,EDUCATION,3.864709968670664,41,49.6M,"5,000+",Free,0,Everyone,"September 19, 2023"
Photography App 788,PHOTOGRAPHY,2.9997815560435095,89,41.8M,"50,000+",Free,0,Everyone,"May 06, 2024"
Photography App 305,PHOTOGRAPHY,4.194125870318512,4,47.9M,"1,000+",Free,0,Everyone,"March 09, 2024"
Social App 182,SOCIAL,4.658942610901211,3195,39.1M,"1,000+",Free,0,Everyone 10+,"November 19, 2024"
Music And Audio App 410,MUSIC_AND_AUDIO,3.382847177625655,707,44.1M,"50,000+",Paid,$5.1,Teen,"February 02, 2023"
Finance App 871,FINANCE,4.529082083786506,2199,8.7M,"5,000,000+",Free,0,Everyone,"April 24, 2023"
Shopping App 695,SHOPPING,4.031675931462236,2514,65.2M,"1,000,000+",Free,0,Everyone,"November 06, 2024"
Music And Audio App 720,MUSIC_AND_AUDIO,,100,64.7M,"1,000,000+",Free,0,Everyone,"February 09, 2024"
Photography App 43,PHOTOGRAPHY,4.4866888728148755,17824,64.3M,"500,000+",Free,0,Mature 17+,"December 25, 2023"
Tools App 811,TOOLS,4.105900474035948,65,64.8M,"500,000+",Free,0,Teen,"March 24, 2024"
Finance App 485,FINANCE,4.262687768738858,1558,49.5M,"100,000+",Free,0,Everyone,"May 10, 2023"
Productivity App 371,PRODUCTIVITY,4.078450568546469,25,74.7M,"100,000+",Free,0,Teen,"April 11, 2024"
Social App 711,SOCIAL,3.7563941284586493,212,30.6M,"5,000+",Paid,$29.2,Everyone,"October 08, 2023"
Tools App 819,TOOLS,4.238576044081865,673,86.3M,"100,000+",Free,0,Teen,"July 05, 2024"
Photography App 519,PHOTOGRAPHY,3.93749494808048,212,76.3M,"50,000+",Free,0,Teen,"January 11, 2023"
Social App 799,SOCIAL,4.4493541834602555,174,13.1M,"5,000+",Free,0,Teen,"July 02, 2023"
Photography App 699,PHOTOGRAPHY,4.814934838117991,176,1.0M,"1,000,000+",Paid,$28.77,Mature 17+,"July 06, 2023"
Game App 323,GAME,4.065950558013939,911,78.0M,"5,000+",Free,0,Everyone 10+,"July 05, 2024"
Finance App 723,FINANCE,3.9581311470406177,1974,30.1M,"100,000+",Free,0,Everyone,"December 11, 2023"
Finance App 336,FINANCE,3.04191101987626,10245,1.3M,"1,000,000+",Free,0,Teen,"September 24, 2023"
Music And Audio App 372,MUSIC_AND_AUDIO,3.932963248000783,1400,31.8M,"1,000,000+",Free,0,Teen,"November 11, 2024"
Productivity App 56,PRODUCTIVITY,4.376208911878434,8,16.7M,"50,000+",Free,0,Teen,"March 09, 2023"
Social App 724,SOCIAL,4.351559245301367,7766,1.0M,"50,000+",Free,0,Teen,"June 22, 2024"
Health And Fitness App 511,HEALTH_AND_FITNESS,5.0,2768,Varies with device,"1,000+",Free,0,Everyone,"November 12, 2024"
Productivity App 716,PRODUCTIVITY,3.5422715116225856,49,12.4M,"5,000+",Free,0,Everyone,"August 28, 2023"
Business App 41,BUSINESS,3.6278040991305147,620,47.8M,"10,000+",Free,0,Everyone,"July 31, 2023"
Productivity App 736,PRODUCTIVITY,3.8391809349368344,571,69.2M,"1,000+",Paid,$22.17,Everyone,"April 11, 2024"
Education App 764,EDUCATION,5.0,2,26.6M,"500,000+",Free,0,Everyone,"August 01, 2024"
Finance App 537,FINANCE,,7,96.7M,"1,000+",Free,0,Teen,"October 15, 2023"
Photography App 659,PHOTOGRAPHY,4.157508147425623,5985,35.9M,"5,000+",Free,0,Everyone,"April 24, 2023"
Photography App 179,PHOTOGRAPHY,4.292574792096632,30892,17.2M,"1,000,000+",Free,0,Teen,"July 09, 2023"
Tools App 177,TOOLS,4.304266524171054,138,33.6M,"50,000+",Free,0,Teen,"November 04, 2024"
Education App 886,EDUCATION,4.399811222074816,11,9.8M,"10,000+",Free,0,Teen,"October 30, 2024"
Education App 59,EDUCATION,4.163589656514995,611,Varies with device,"10,000,000+",Free,0,Everyone,"February 22, 2023"
Health And Fitness App 578,HEALTH_AND_FITNESS,5.0,3043,42.9M,"10,000+",Free,0,Everyone,"July 02, 2023"
Health And Fitness App 777,HEALTH_AND_FITNESS,4.1719708210968784,590,27.9M,"100,000,000+",Free,0,Everyone,"March 21, 2024"
Social App 17,SOCIAL,4.9755802283558435,1685,20.9M,"1,000,000+",Free,0,Mature 17+,"April 07, 2023"
Communication App 334,COMMUNICATION,3.7734371352893272,673,51.5M,"1,000,000+",Free,0,Teen,"April 30, 2024"
Productivity App 779,PRODUCTIVITY,3.5406254518239284,212,50.9M,"100,000+",Free,0,Everyone,"June 17, 2024"
Business App 446,BUSINESS,3.0427879447859105,1390,1.0M,"500,000+",Free,0,Everyone,"September 03, 2024"
Game App 669,GAME,4.5595305010323735,1923,58.0M,"50,000+",Free,0,Mature 17+,"December 12, 2023"
Photography App 533,PHOTOGRAPHY,3.6300740353873975,172,35.6M,"5,000,000+",Free,0,Everyone,"June 26, 2023"
Social App 392,SOCIAL,3.331649511642796,6876,10.8M,"1,000+",Free,0,Everyone,"November 09, 2023"
Photography App 448,PHOTOGRAPHY,4.200117684584666,2769,92.1M,"100,000+",Free,0,Mature 17+,"August 02, 2023"
Photography App 667,PHOTOGRAPHY,3.622833834722802,80,18.6M,"500,000+",Free,0,Everyone,"January 15, 2023"
Photography App 841,PHOTOGRAPHY,3.93844576599282,962,3.3M,"100,000+",Free,0,Everyone,"September 23, 2023"
Education App 609,EDUCATION,4.210159345876242,947,7.9M,"50,000+",Free,0,Everyone,"February 24, 2024"
Finance App 791,FINANCE,3.6697450614881637,6236,1.0M,"500,000+",Free,0,Teen,"April 24, 2024"
Tools App 30,TOOLS,4.358088705709994,160,42.7M,"1,000,000+",Free,0,Everyone,"January 24, 2024"
Social App 878,SOCIAL,4.259037796076794,448,78.1M,"10,000+",Free,0,Everyone 10+,"August 22, 2023"
Tools App 341,TOOLS,4.186865433092218,3666,63.5M,"500,000+",Free,0,Everyone,"October 22, 2023"
Business App 618,BUSINESS,3.758479864806014,9,63.8M,"100,000+",Paid,$8.41,Everyone,"February 14, 2023"
Shopping App 398,SHOPPING,3.5722277233119737,803,1.0M,"10,000+",Free,0,Everyone,"May 13, 2023"
Health And Fitness App 769,HEALTH_AND_FITNESS,4.297703655012543,169,39.4M,"10,000+",Free,0,Everyone,"March 04, 2023"
Photography App 558,PHOTOGRAPHY,4.08667074616278,5578,22.4M,"10,000+",Free,0,Teen,"July 15, 2024"
Education App 204,EDUCATION,4.879848242879902,10405,14.0M,"50,000+",Free,0,Everyone,"February 20, 2024"
Tools App 33,TOOLS,4.137784467968292,3630,64.3M,"1,000+",Free,0,Teen,"September 09, 2023"
Health And Fitness App 439,HEALTH_AND_FITNESS,4.756147496125076,37778,12.4M,"5,000,000+",Free,0,Everyone,"March 15, 2024"
Productivity App 430,PRODUCTIVITY,4.366802668185006,450,74.5M,"1,000,000+",Free,0,Everyone,"February 25, 2023"
Tools App 157,TOOLS,4.22976835047863,399,25.5M,"10,000,000+",Paid,$27.99,Everyone 10+,"March 06, 2023"
Shopping App 568,SHOPPING,4.529378714645748,1548,42.2M,"10,000+",Free,0,Teen,"March 28, 2024"
Social App 335,SOCIAL,3.6185405730512374,993,1.0M,"100,000+",Free,0,Everyone,"December 10, 2023"
Education App 466,EDUCATION,4.146081599741987,3708,30.7M,"1,000+",Paid,$16.67,Teen,"April 01, 2023"
Education App 564,EDUCATION,3.8697343548542467,1117,37.6M,"5,000,000+",Free,0,Everyone,"March 26, 2024"
Finance App 541,FINANCE,4.0167145342600685,4046,1.0M,"5,000+",Free,0,Everyone,"November 21, 2023"
Productivity App 856,PRODUCTIVITY,4.437354556046747,94,28.2M,"1,000,000+",Free,0,Everyone,"November 29, 2024"
Education App 4,EDUCATION,4.972285445027522,6794,61.1M,"500,000+",Free,0,Teen,"August 06, 2023"
Health And Fitness App 560,HEALTH_AND_FITNESS,4.438427576938594,109962,13.7M,"10,000,000+",Free,0,Everyone,"May 12, 2023"
Productivity App 131,PRODUCTIVITY,4.999928935779064,421,24.3M,"10,000+",Free,0,Everyone 10+,"January 21, 2024"
Shopping App 580,SHOPPING,4.152871446767593,3956,27.3M,"100,000+",Free,0,Everyone,"April 21, 2023"
Game App 343,GAME,4.609080263733588,114,1.0M,"10,000+",Free,0,Everyone 10+,"April 20, 2023"
Tools App 770,TOOLS,3.5903180729449806,848,Varies with device,"1,000,000+",Free,0,Everyone,"April 16, 2024"
Communication App 513,COMMUNICATION,4.117916195459276,413,Varies with device,"1,000+",Paid,$27.57,Everyone,"October 04, 2023"
Productivity App 322,PRODUCTIVITY,4.742436845615857,735,3.6M,"100,000+",Free,0,Everyone,"January 11, 2024"
Game App 223,GAME,4.2564564405769865,23,2.5M,"500,000+",Free,0,Teen,"November 28, 2024"
Photography App 329,PHOTOGRAPHY,3.823366352347489,3044,Varies with device,"100,000+",Free,0,Everyone,"November 16, 2023"
Photography App 482,PHOTOGRAPHY,4.353371839064789,5,13.1M,"10,000+",Free,0,Mature 17+,"November 19, 2024"
Productivity App 437,PRODUCTIVITY,3.874127998623015,1263,Varies with device,"500,000+",Free,0,Teen,"August 17, 2023"
Health And Fitness App 114,HEALTH_AND_FITNESS,3.749943376046792,408,1.0M,"10,000+",Free,0,Everyone,"February 23, 2024"
Tools App 49,TOOLS,4.231738514144802,973,83.1M,"1,000,000+",Free,0,Everyone,"February 26, 2024"
Game App 290,GAME,4.087306233002772,70,64.2M,"500,000+",Free,0,Everyone,"March 19, 2023"
Education App 457,EDUCATION,3.7816735645784956,1176,40.7M,"50,000+",Free,0,Everyone,"May 09, 2024"
Tools App 207,TOOLS,4.084690126950978,202,36.2M,"1,000+",Free,0,Everyone 10+,"January 19, 2023"
Finance App 890,FINANCE,3.7490481889774925,347,1.0M,"1,000+",Free,0,Everyone,"November 11, 2024"
Social App 286,SOCIAL,3.3537525293091273,72,64.5M,"100,000+",Free,0,Everyone,"March 17, 2024"
Game App 688,GAME,4.194702052073352,292,4.0M,"10,000,000+",Free,0,Everyone,"June 27, 2023"
Health And Fitness App 226,HEALTH_AND_FITNESS,3.8829140992419457,365,1.0M,"10,000+",Free,0,Everyone,"March 21, 2024"
Photography App 545,PHOTOGRAPHY,4.412666013014477,1012,64.1M,"5,000+",Free,0,Teen,"March 20, 2023"
Finance App 121,FINANCE,4.445114286427851,60958,20.7M,"10,000,000+",Free,0,Teen,"April 23, 2023"
Tools App 471,TOOLS,3.4441371563257936,2872,24.2M,"100,000+",Free,0,Everyone,"November 27, 2024"
Shopping App 842,SHOPPING,4.746005323081402,13,58.0M,"5,000+",Free,0,Teen,"October 24, 2024"
Productivity App 554,PRODUCTIVITY,4.445834297075789,873,71.9M,"50,000+",Free,0,Mature 17+,"May 08, 2023"
Music And Audio App 222,MUSIC_AND_AUDIO,3.608922896873241,70,36.3M,"1,000,000+",Free,0,Mature 17+,"March 01, 2023"
Social App 683,SOCIAL,4.346524480278537,48613,30.8M,"5,000,000+",Free,0,Everyone,"July 29, 2024"
Music And Audio App 172,MUSIC_AND_AUDIO,3.959969435605685,265,41.2M,"1,000,000+",Free,0,Everyone,"November 21, 2023"
Finance App 713,FINANCE,4.66920194233485,178,1.0M,"50,000,000+",Free,0,Everyone,"April 08, 2024"
Social App 708,SOCIAL,4.150697285521129,111,16.1M,"100,000+",Free,0,Teen,"June 06, 2024"
Tools App 633,TOOLS,4.167249546927455,5637,8.7M,"500,000+",Free,0,Everyone,"August 21, 2024"
Game App 859,GAME,4.361087099299452,12,1.0M,"10,000,000+",Free,0,Everyone,"July 01, 2023"
Shopping App 413,SHOPPING,4.098888494037948,1985,51.2M,"100,000,000+",Free,0,Everyone,"August 31, 2023"
Education App 474,EDUCATION,4.176071266239628,309,30.2M,"100,000+",Paid,$14.15,Everyone,"April 25, 2024"
Finance App 706,FINANCE,4.8867967711998075,25,31.9M,"1,000,000+",Free,0,Mature 17+,"November 23, 2024"
Social App 124,SOCIAL,4.468199476724043,83,1.0M,"10,000+",Free,0,Teen,"August 02, 2023"
Shopping App 531,SHOPPING,2.472271888998825,576,51.5M,"5,000,000+",Free,0,Teen,"December 08, 2023"
Productivity App 181,PRODUCTIVITY,4.520970193856643,4501,58.2M,"10,000,000+",Free,0,Everyone,"November 17, 2024"
Productivity App 162,PRODUCTIVITY,3.3832991567361805,184,1.0M,"10,000+",Free,0,Teen,"June 16, 2024"
Productivity App 860,PRODUCTIVITY,4.368971548504875,15420,30.5M,"1,000+",Free,0,Everyone,"May 02, 2024"
Tools App 600,TOOLS,4.266675580519243,118029,36.8M,"5,000+",Paid,$13.64,Everyone,"May 29, 2023"
Game App 118,GAME,4.720979132141279,7331,16.1M,"50,000+",Free,0,Everyone 10+,"May 19, 2023"
Education App 597,EDUCATION,3.959706340459259,879,71.6M,"1,000,000+",Free,0,Teen,"June 11, 2023"
Music And Audio App 885,MUSIC_AND_AUDIO,5.0,22,20.6M,"100,000+",Free,0,Everyone,"August 29, 2023"
Social App 757,SOCIAL,5.0,14318,59.8M,"50,000+",Free,0,Everyone,"March 27, 2024"
Education App 594,EDUCATION,3.522689462721394,1204,68.8M,"10,000+",Free,0,Mature 17+,"September 17, 2023"
Music And Audio App 621,MUSIC_AND_AUDIO,4.547591662908204,9627,27.6M,"50,000,000+",Free,0,Everyone,"February 16, 2023"
Health And Fitness App 458,HEALTH_AND_FITNESS,4.139102400892677,78800,43.2M,"100,000+",Free,0,Everyone,"June 04, 2023"
Photography App 522,PHOTOGRAPHY,4.154244745600781,22,14.3M,"1,000,000+",Paid,$6.84,Everyone,"September 04, 2023"
Productivity App 241,PRODUCTIVITY,4.025639752351605,407,39.3M,"100,000+",Free,0,Everyone,"July 27, 2024"
Photography App 135,PHOTOGRAPHY,3.333363537390855,231,Varies with device,"10,000+",Free,0,Everyone,"August 04, 2023"
Tools App 156,TOOLS,4.812443102552152,3790,16.5M,"5,000+",Free,0,Everyone 10+,"May 06, 2023"
Music And Audio App 354,MUSIC_AND_AUDIO,3.8225442774490586,1222,16.7M,"500,000+",Free,0,Everyone,"September 09, 2023"
Health And Fitness App 140,HEALTH_AND_FITNESS,4.451158049672165,4748,75.2M,"1,000,000+",Free,0,Everyone,"November 14, 2023"
Productivity App 415,PRODUCTIVITY,3.5758762504331005,83,51.4M,"1,000,000+",Free,0,Everyone,"July 09, 2024"
Health And Fitness App 61,HEALTH_AND_FITNESS,3.8743442161431,4,79.7M,"1,000,000+",Free,0,Teen,"December 30, 2023"
Education App 820,EDUCATION,3.7236225185467644,230,36.2M,"100,000+",Free,0,Everyone,"January 26, 2024"
Photography App 845,PHOTOGRAPHY,4.145704285241545,2126,37.2M,"50,000,000+",Paid,$1.54,Everyone,"October 08, 2024"
Education App 166,EDUCATION,3.974572019881271,1409,Varies with device,"50,000,000+",Free,0,Everyone,"July 27, 2024"
Education App 692,EDUCATION,4.97391361803713,75,26.3M,"500,000+",Paid,$27.29,Everyone,"April 13, 2023"
Health And Fitness App 301,HEALTH_AND_FITNESS,4.527267255750481,431,53.5M,"10,000,000+",Free,0,Everyone,"January 03, 2023"
Game App 215,GAME,3.3305313625165307,588,44.2M,"10,000+",Free,0,Teen,"December 20, 2023"
Productivity App 408,PRODUCTIVITY,4.382625878291158,11537,32.8M,"10,000+",Free,0,Everyone 10+,"June 20, 2023"
Game App 463,GAME,3.433231100846151,132,46.3M,"10,000,000+",Free,0,Teen,"October 14, 2023"
Photography App 298,PHOTOGRAPHY,3.9607140387541,3,26.4M,"500,000+",Free,0,Everyone,"August 21, 2024"
Tools App 395,TOOLS,3.88298675294849,45,21.1M,"5,000,000+",Free,0,Everyone,"June 18, 2023"
Finance App 132,FINANCE,4.156889909856552,1871,14.4M,"100,000+",Free,0,Everyone,"July 04, 2024"
Communication App 315,COMMUNICATION,3.885374916371223,620,30.1M,"5,000,000+",Free,0,Everyone,"January 04, 2023"
Tools App 839,TOOLS,4.246795081420124,5015,29.4M,"1,000+",Free,0,Everyone,"March 09, 2023"
Social App 826,SOCIAL,4.685523470408229,1962,Varies with device,"5,000+",Free,0,Mature 17+,"September 06, 2023"
Tools App 598,TOOLS,3.735104028465364,1440,9.2M,"1,000,000+",Free,0,Everyone 10+,"November 14, 2023"
Tools App 598,TOOLS,3.735104028465364,1440,9.2M,"1,000,000+",Free,0,Everyone 10+,"November 14, 2023"
Tools App 39,TOOLS,3.9768467248298425,27,Varies with device,"10,000+",Free,0,Teen,"December 18, 2023"
Finance App 250,FINANCE,4.445169118743591,6,49.6M,"500,000+",Free,0,Everyone,"May 24, 2024"
Social App 432,SOCIAL,3.136390620938326,294,29.2M,"10,000,000+",Free,0,Everyone,"May 17, 2024"
Game App 403,GAME,,94,1.0M,"500,000+",Free,0,Everyone,"December 10, 2023"
Education App 54,EDUCATION,4.050283204235061,235,21.4M,"10,000,000+",Paid,$23.49,Teen,"June 25, 2023"
Photography App 195,PHOTOGRAPHY,3.5474421056090693,909,1.0M,"10,000+",Paid,$25.51,Everyone,"November 02, 2023"
Music And Audio App 137,MUSIC_AND_AUDIO,4.11416367828824,2270,62.7M,"500,000+",Paid,$28.92,Teen,"April 30, 2023"
Social App 440,SOCIAL,4.631107401035978,347,65.9M,"10,000+",Free,0,Mature 17+,"September 25, 2024"
Game App 750,GAME,3.864463336800956,3950,41.2M,"1,000+",Free,0,Everyone,"November 11, 2024"
Productivity App 282,PRODUCTIVITY,4.457447821644123,22,35.4M,"100,000,000+",Free,0,Everyone,"April 26, 2024"
Education App 36,EDUCATION,4.180432642749221,1958,41.8M,"1,000+",Free,0,Everyone,"December 26, 2023"
Social App 854,SOCIAL,4.588387278530853,1629,28.6M,"5,000+",Free,0,Everyone,"November 04, 2024"
Finance App 573,FINANCE,4.3440214100373575,69,50.2M,"5,000+",Free,0,Everyone,"August 13, 2023"
Health And Fitness App 686,HEALTH_AND_FITNESS,3.689869278607623,124,36.4M,"10,000,000+",Free,0,Teen,"October 28, 2023"
Business App 379,BUSINESS,3.7527980267849377,2450,21.5M,"1,000,000+",Free,0,Everyone,"July 26, 2024"
Finance App 67,FINANCE,4.424571545132098,3403,17.2M,"500,000+",Free,0,Everyone,"July 04, 2023"
Music And Audio App 530,MUSIC_AND_AUDIO,4.595006708886199,106,55.7M,"10,000+",Free,0,Everyone,"August 23, 2023"
Photography App 464,PHOTOGRAPHY,4.81273269120512,513,1.0M,"50,000+",Free,0,Everyone,"June 16, 2024"
Tools App 477,TOOLS,3.534462367171166,211,1.0M,"100,000+",Free,0,Everyone 10+,"December 09, 2023"
Game App 53,GAME,3.3448126154493822,1936,1.0M,"10,000,000+",Free,0,Everyone,"May 21, 2023"
Music And Audio App 378,MUSIC_AND_AUDIO,3.3372548051599153,1047,109.5M,"100,000+",Free,0,Everyone,"July 09, 2024"
Game App 660,GAME,3.912618473373272,7,65.8M,"100,000+",Free,0,Teen,"November 16, 2023"
Photography App 559,PHOTOGRAPHY,4.090402246294555,1725,Varies with device,"50,000+",Free,0,Everyone,"July 04, 2023"
Productivity App 882,PRODUCTIVITY,4.372381808134007,868,31.2M,"100,000+",Free,0,Mature 17+,"May 05, 2024"
Communication App 240,COMMUNICATION,4.151434743479068,288,65.2M,"100,000+",Free,0,Teen,"January 22, 2024"
Photography App 247,PHOTOGRAPHY,3.0053891516098217,903,13.7M,"100,000+",Free,0,Everyone,"September 26, 2024"
Shopping App 864,SHOPPING,3.9562523785539465,299,1.0M,"1,000+",Free,0,Everyone,"June 30, 2023"
Education App 426,EDUCATION,3.6134076983693655,581,61.1M,"100,000+",Free,0,Everyone,"July 20, 2023"
Business App 550,BUSINESS,4.563156667987761,3174,61.4M,"100,000,000+",Free,0,Everyone,"April 22, 2023"
Game App 29,GAME,4.410192184215658,1788,32.8M,"10,000+",Free,0,Everyone,"July 24, 2023"
Tools App 834,TOOLS,3.7386779622514936,926,1.0M,"500,000+",Paid,$2.68,Everyone,"June 27, 2023"
Health And Fitness App 266,HEALTH_AND_FITNESS,4.247356773418234,14,35.5M,"10,000,000+",Paid,$16.07,Everyone,"June 30, 2024"
Health And Fitness App 599,HEALTH_AND_FITNESS,3.7804338548816374,5291,23.6M,"1,000+",Free,0,Everyone,"March 08, 2024"
Shopping App 796,SHOPPING,4.49634355165301,346,29.7M,"500,000+",Free,0,Teen,"September 07, 2023"
Communication App 245,COMMUNICATION,,1431,73.0M,"1,000,000+",Free,0,Everyone,"June 04, 2024"
Photography App 104,PHOTOGRAPHY,4.1283702461060034,135,114.7M,"5,000,000+",Free,0,Everyone 10+,"July 06, 2024"
Game App 277,GAME,4.356881705256931,2276,13.6M,"5,000,000+",Paid,$13.97,Everyone,"March 12, 2024"
Shopping App 394,SHOPPING,3.9686818480276655,44,21.7M,"10,000+",Free,0,Teen,"June 20, 2023"
Shopping App 111,SHOPPING,3.8402051629039238,119,72.6M,"100,000+",Free,0,Everyone 10+,"November 13, 2023"
Productivity App 77,PRODUCTIVITY,3.5826990595159005,341,23.4M,"10,000,000+",Free,0,Everyone,"May 26, 2024"
Tools App 160,TOOLS,4.6468458772567045,444,52.9M,"1,000,000+",Free,0,Everyone,"April 01, 2024"
Productivity App 459,PRODUCTIVITY,4.8830403987104525,10,44.3M,"1,000,000+",Free,0,Everyone,"July 08, 2024"
Communication App 236,COMMUNICATION,4.276984917579219,67,23.9M,"100,000+",Free,0,Everyone 10+,"December 25, 2023"
Health And Fitness App 412,HEALTH_AND_FITNESS,3.6845733673652736,43,3.9M,"1,000,000+",Free,0,Everyone,"April 23, 2024"
Education App 493,EDUCATION,3.9759227553554646,145,27.9M,"50,000+",Free,0,Teen,"May 14, 2023"
Education App 113,EDUCATION,3.9308851721476588,760,39.0M,"10,000,000+",Free,0,Everyone,"August 14, 2023"
Game App 630,GAME,3.9872399915528867,2,29.2M,"5,000,000+",Free,0,Everyone,"September 14, 2023"
Tools App 797,TOOLS,4.007053950316583,17873,49.0M,"1,000+",Free,0,Everyone,"September 22, 2024"
Photography App 527,PHOTOGRAPHY,4.206582632139691,84,27.9M,"10,000+",Free,0,Everyone,"April 14, 2023"
Social App 509,SOCIAL,4.397372828762562,280,93.1M,"5,000+",Free,0,Everyone 10+,"August 24, 2024"
Productivity App 330,PRODUCTIVITY,4.303775744240858,53,15.4M,"5,000,000+",Paid,$27.15,Mature 17+,"February 14, 2024"
Photography App 263,PHOTOGRAPHY,4.063705746716333,105,1.0M,"10,000+",Free,0,Everyone,"June 09, 2024"
Business App 224,BUSINESS,3.716023006124686,197,36.5M,"5,000,000+",Free,0,Everyone,"September 19, 2023"
Photography App 467,PHOTOGRAPHY,3.7881935515942047,58,14.0M,"5,000+",Free,0,Everyone,"June 02, 2023"
Finance App 875,FINANCE,3.871599553071032,43,1.0M,"10,000+",Free,0,Everyone,"May 10, 2024"
Productivity App 694,PRODUCTIVITY,3.2496495611728378,41892,40.4M,"10,000+",Free,0,Everyone,"June 07, 2023"
