TransactionID,Amount,Hour,Distance_from_home_km,Distance_from_last_transaction_km,Ratio_to_median_purchase_price,Used_chip,Used_pin,Online_order,Class
TXN106483,14.67,20,4.13,3.8,1.55,1,0,0,0
TXN104760,13.22,17,11.28,6.68,1.81,1,1,1,0
TXN103937,13.82,5,3.16,2.56,0.538,1,0,0,0
TXN114448,12.15,9,9.77,9.71,1.499,0,1,1,0
TXN110499,116.74,15,3.93,6.61,1.564,1,0,0,0
TXN107461,39.01,23,15.57,14.5,2.015,1,1,0,0
TXN112266,279.29,7,9.05,2.51,1.073,0,1,1,0
TXN107896,21.73,5,10.34,3.23,0.924,0,1,1,0
TXN105026,44.43,11,5.33,20.1,0.523,0,1,0,0
TXN105253,34.18,12,5.03,3.35,0.386,0,1,1,0
TXN114077,316.52,21,19.55,0.59,0.941,0,0,1,0
TXN107685,31.24,10,0.6,12.3,0.945,1,0,0,0
TXN112646,30.39,12,6.11,3.11,1.494,1,1,0,0
TXN105986,129.95,9,0.65,8.55,2.032,1,1,0,0
TXN102020,29.59,22,6.92,1.88,1.363,1,1,1,0
TXN108988,18.88,0,0.82,2.42,1.207,1,1,0,0
TXN113285,256.79,0,8.31,7.23,0.244,1,0,0,0
TXN100771,51.44,17,3.9,2.58,0.291,1,1,0,0
TXN109813,46.41,21,23.23,0.06,2.285,1,1,1,0
TXN114385,127.55,5,16.86,6.1,3.168,1,1,0,0
TXN103578,44.31,5,5.14,9.43,2.035,1,0,1,0
TXN110417,27.84,11,4.06,16.63,0.06,1,0,0,0
TXN106977,39.34,15,14.41,16.73,1.94,0,0,0,0
TXN111733,165.6,3,12.6,11.49,0.924,1,1,0,0
TXN114928,5.0,19,54.63,4.16,2.685,1,0,0,1
TXN103091,101.31,18,5.41,7.07,0.742,1,1,1,0
TXN110467,86.65,8,1.57,10.65,1.266,1,0,1,0
TXN101399,118.02,16,3.95,0.72,0.88,1,0,1,0
TXN102195,65.89,19,4.53,2.87,1.523,1,1,1,0
TXN113946,44.56,9,10.27,3.98,0.679,1,0,0,0
TXN106013,36.98,13,5.1,5.01,2.426,1,0,0,0
TXN101315,20.85,19,1.41,7.25,1.311,1,1,0,0
TXN112793,80.14,8,5.69,17.75,1.247,1,1,0,0
TXN103294,32.65,16,5.21,13.92,2.273,0,1,0,0
TXN101351,34.58,15,1.21,2.82,1.635,0,1,0,0
TXN105234,15.5,20,4.1,1.32,0.89,1,1,1,0
TXN107096,20.29,16,3.8,0.29,0.984,1,1,1,0
TXN105327,67.97,0,28.15,0.99,1.757,1,1,1,0
TXN100798,121.27,14,1.07,5.59,0.725,1,1,1,0
TXN105097,58.35,16,19.13,2.89,1.843,0,1,1,0
TXN105735,8.9,14,2.68,5.92,1.303,0,0,1,0
TXN101672,14.0,7,5.73,0.66,1.952,1,1,0,0
TXN110836,23.33,8,7.47,2.32,0.742,1,1,1,0
TXN106487,22.36,11,6.25,18.97,1.707,0,1,0,0
TXN104660,322.44,3,11.0,2.9,1.597,1,1,0,0
TXN112941,55.66,9,0.47,1.86,1.44,1,1,0,0
TXN106502,23.23,18,2.59,3.26,1.514,1,0,1,0
TXN112195,28.23,15,14.43,17.36,1.099,0,1,1,0
TXN114415,111.82,11,13.56,6.8,0.205,1,0,0,0
TXN107955,27.3,9,15.31,6.96,0.243,1,0,1,0
TXN105397,83.42,14,6.0,4.37,1.134,0,1,1,0
TXN110849,23.68,13,27.19,2.37,0.176,1,1,0,0
TXN103814,77.73,10,2.41,0.25,1.151,0,1,0,0
TXN108986,17.09,15,12.75,0.22,1.451,1,0,1,0
TXN108064,112.44,4,3.83,1.53,0.397,1,1,0,0
TXN103277,28.67,6,5.5,4.08,0.746,1,1,0,0
TXN104501,4.13,18,1.58,10.88,1.413,0,1,0,0
TXN106346,253.68,10,9.12,4.39,1.093,0,1,1,0
TXN114074,6.63,1,1.79,4.5,1.724,1,0,0,0
TXN114274,26.8,8,5.74,8.95,0.81,1,1,0,0
TXN105975,121.65,7,18.18,5.46,1.096,0,1,1,0
TXN110481,19.59,9,14.16,10.05,0.418,1,1,0,0
TXN112310,2.53,1,6.54,6.45,0.285,1,1,0,0
TXN108705,12.52,15,26.54,24.38,1.322,1,1,1,0
TXN107369,81.24,18,6.69,3.34,1.25,1,1,0,0
TXN104280,40.18,14,16.44,3.77,1.423,0,0,1,0
TXN113297,46.64,12,8.78,18.21,0.44,0,0,0,0
TXN112603,18.7,8,12.55,0.15,0.964,1,1,0,0
TXN101135,122.35,16,1.74,7.05,1.524,1,1,1,0
TXN110610,58.63,3,3.69,1.27,1.489,1,1,0,0
TXN107397,15.47,2,5.97,8.13,1.01,1,1,0,0
TXN110530,15.71,0,5.22,9.79,1.252,1,1,0,0
TXN114555,94.64,8,7.77,13.37,1.058,0,1,1,0
TXN114931,45.58,12,28.13,34.5,2.384,1,0,1,1
TXN101384,3.76,13,5.92,4.91,0.17,0,0,1,0
TXN103451,48.52,7,18.29,2.62,1.145,1,1,0,0
TXN110058,17.01,13,13.11,10.32,1.132,0,1,1,0
TXN103262,196.38,11,14.19,10.26,0.75,0,0,0,0
TXN114983,81.06,12,9.97,0.6,0.121,0,0,1,1
TXN110148,203.29,19,14.12,9.61,1.156,1,1,0,0
TXN100628,54.67,18,0.72,3.22,1.116,1,1,0,0
TXN101491,17.82,12,10.29,9.33,0.466,1,1,0,0
TXN105544,17.44,19,7.71,9.58,1.554,0,1,0,0
TXN112171,1.43,7,7.63,8.92,1.363,1,1,0,0
TXN111649,213.3,9,7.86,11.61,0.199,0,1,0,0
TXN101362,80.0,17,2.76,1.22,0.827,0,1,0,0
TXN103934,139.23,9,1.54,2.92,0.94,1,1,1,0
TXN104749,57.02,12,11.63,1.17,1.565,1,1,0,0
TXN104983,35.05,19,1.89,19.16,1.677,1,1,0,0
TXN104786,221.41,13,12.43,13.07,1.091,0,1,0,0
TXN109463,187.3,7,0.15,8.24,1.258,1,1,1,0
TXN103725,53.84,19,1.65,0.42,1.273,0,1,1,0
TXN110781,69.56,5,2.06,15.34,1.181,1,0,1,0
TXN102986,5.22,10,16.69,4.56,1.57,0,1,0,0
TXN107027,28.47,17,7.43,7.35,0.69,0,0,0,0
TXN112274,57.68,6,2.15,6.46,0.615,0,1,1,0
TXN100966,62.91,13,19.21,11.52,0.419,1,1,0,0
TXN100089,56.11,2,1.04,7.38,0.604,1,1,1,0
TXN114783,44.23,0,16.38,24.09,1.789,0,1,1,1
TXN104508,112.38,8,16.03,1.27,1.237,1,1,0,0
TXN112584,218.25,12,5.49,19.91,0.551,1,1,0,0
TXN112265,135.4,10,6.6,4.9,1.792,1,0,1,0
TXN107499,36.67,8,4.93,16.62,1.246,1,1,1,0
TXN110790,61.96,20,10.24,2.98,0.334,1,1,0,0
TXN112985,73.66,11,18.92,2.21,0.54,1,0,0,0
TXN103416,31.4,15,15.58,6.18,0.694,1,1,1,0
TXN112458,14.28,17,28.85,12.62,1.149,1,1,1,0
TXN105870,225.64,19,13.3,12.04,0.714,1,1,1,0
TXN112857,28.75,10,23.15,17.68,1.301,0,0,0,0
TXN102759,259.1,14,4.3,7.18,1.481,1,0,0,0
TXN114966,807.18,15,22.8,19.11,1.746,0,0,0,1
TXN103251,67.9,12,4.8,1.89,2.14,1,0,0,0
TXN112854,223.67,13,10.57,0.04,0.689,1,1,0,0
TXN114481,33.15,16,5.11,0.97,0.492,0,0,0,0
TXN112583,32.47,10,3.11,7.31,0.517,0,0,1,0
TXN114328,41.45,20,19.33,3.46,0.914,1,1,1,0
TXN108455,15.11,15,3.52,8.14,1.192,1,1,0,0
TXN112120,55.98,8,7.44,10.12,0.49,0,1,1,0
TXN113599,59.09,13,9.1,4.3,0.949,1,1,1,0
TXN104288,38.72,6,4.68,5.05,1.17,1,1,0,0
TXN107612,63.52,17,10.01,2.83,1.801,1,0,0,0
TXN101328,12.88,14,14.21,8.12,0.141,0,1,0,0
TXN113711,112.74,13,5.12,0.48,1.886,0,1,0,0
TXN109422,40.72,6,16.02,11.09,2.258,1,1,0,0
TXN102834,30.66,14,11.08,11.82,0.764,1,1,0,0
TXN113601,265.26,19,0.73,6.3,0.622,0,0,0,0
TXN109435,82.21,17,3.26,2.52,0.534,0,1,0,0
TXN100742,286.67,9,19.26,8.12,1.152,1,1,0,0
TXN109655,81.37,6,1.09,7.56,1.1,1,0,1,0
TXN113395,38.6,17,14.32,0.27,0.429,1,1,0,0
TXN106230,48.61,14,21.02,0.52,0.369,0,1,1,0
TXN104179,15.66,23,5.83,16.17,1.233,1,1,1,0
TXN104119,8.2,10,7.93,1.45,0.824,1,0,0,0
TXN109556,34.42,19,2.11,12.77,0.943,1,1,1,0
TXN104865,41.24,22,3.8,2.45,0.298,0,0,0,0
TXN112627,56.94,11,11.15,19.69,2.526,1,0,1,0
TXN104421,4.58,20,16.76,3.87,0.882,0,0,1,0
TXN111292,8.77,21,10.2,0.78,1.317,0,0,1,0
TXN109343,16.33,7,10.1,1.86,0.148,1,1,0,0
TXN102535,130.18,7,3.4,7.26,1.017,1,1,0,0
TXN108071,17.4,12,5.34,9.06,0.838,1,1,0,0
TXN104336,55.11,17,0.23,5.51,1.324,0,1,0,0
TXN107432,10.45,23,6.9,4.01,0.3,1,0,1,0
TXN100660,8.55,9,2.95,11.71,1.367,1,0,1,0
TXN102650,52.26,8,10.54,14.58,1.84,1,1,0,0
TXN107545,90.18,10,5.44,0.59,1.184,1,1,0,0
TXN112554,57.77,14,11.14,1.25,0.911,0,1,0,0
TXN110019,1.81,9,14.77,9.97,0.784,0,0,0,0
TXN110000,6.49,11,6.04,9.14,2.142,1,0,0,0
TXN111684,18.97,17,2.81,4.47,2.031,1,1,0,0
TXN111038,28.24,17,4.31,4.94,1.061,1,0,0,0
TXN100398,17.03,20,16.11,8.37,0.458,0,1,1,0
TXN101086,29.84,7,0.7,2.31,0.545,0,1,1,0
TXN101211,14.79,15,11.25,11.55,0.793,1,1,1,0
TXN112632,40.15,16,1.76,14.61,1.719,0,0,1,0
TXN100564,67.8,8,12.1,14.92,1.257,0,0,1,0
TXN106554,57.47,7,11.11,6.06,1.119,0,1,0,0
TXN102963,10.39,22,15.98,8.16,2.291,0,1,0,0
TXN104525,17.04,2,0.6,2.25,0.626,1,1,0,0
TXN101435,23.01,19,9.13,10.3,0.05,1,1,0,0
TXN114560,86.53,18,0.25,12.97,0.313,1,1,1,0
TXN100204,44.03,9,3.17,6.93,0.9,1,1,1,0
TXN105096,56.41,21,10.81,0.64,0.797,1,1,0,0
TXN108549,79.05,18,21.14,9.15,1.479,0,1,0,0
TXN107695,65.08,13,9.56,21.2,1.22,1,0,0,0
TXN102563,29.32,2,2.15,5.68,0.431,1,1,1,0
TXN111441,412.07,5,13.55,8.35,1.987,0,1,1,0
TXN108702,147.98,11,22.0,2.26,0.356,0,0,0,0
TXN105430,63.71,15,5.66,7.71,0.94,0,1,1,0
TXN101364,98.61,5,5.27,2.54,2.439,1,1,0,0
TXN101461,140.5,11,3.04,4.36,1.428,1,1,0,0
TXN102109,71.34,6,9.01,5.1,0.288,1,1,0,0
TXN109872,125.83,19,16.41,9.03,2.341,0,1,0,0
TXN102960,30.83,19,12.28,12.04,1.991,0,0,0,0
TXN114013,100.84,8,3.86,8.72,0.142,1,1,1,0
TXN100087,167.2,19,0.47,20.35,1.653,1,1,0,0
TXN105318,34.55,6,2.72,1.2,0.883,1,1,1,0
TXN108406,30.65,23,4.24,4.52,0.553,0,1,1,0
TXN103056,141.17,12,3.15,4.27,2.032,1,1,1,0
TXN102630,18.26,17,7.56,1.27,0.945,1,1,0,0
TXN110774,14.04,6,9.92,1.79,0.903,0,1,1,0
TXN110694,69.61,14,31.48,8.79,2.104,0,1,0,0
TXN106311,94.77,11,22.35,2.66,0.296,1,1,0,0
TXN108158,6.93,8,10.63,0.87,0.367,1,0,0,0
TXN109186,16.36,12,8.0,11.01,1.937,0,1,1,0
TXN103471,16.47,16,18.57,4.34,0.947,0,1,0,0
TXN111844,67.7,4,7.65,0.92,1.092,0,0,1,0
TXN100602,51.33,2,1.76,7.17,1.116,1,0,1,0
TXN103479,13.43,11,4.92,9.34,1.531,0,0,1,0
TXN114102,44.71,12,4.06,5.01,0.419,0,0,1,0
TXN105472,40.27,14,5.48,8.62,1.083,0,0,1,0
TXN100477,186.38,20,1.25,12.79,1.323,1,1,0,0
TXN111911,57.25,14,10.71,5.7,0.909,1,1,0,0
TXN112313,17.02,9,1.56,9.2,1.761,0,0,1,0
TXN107624,111.21,13,2.54,8.81,1.403,1,0,0,0
TXN101079,7.97,22,2.92,2.81,0.689,1,1,0,0
TXN114776,77.49,6,68.6,10.77,1.797,0,0,0,1
TXN113145,327.03,7,6.61,12.83,0.977,0,1,1,0
TXN103469,84.98,23,6.47,1.07,0.87,1,1,0,0
TXN108720,98.62,17,18.27,2.35,0.309,0,0,0,0
TXN113456,134.42,20,11.95,14.94,1.279,1,1,0,0
TXN102375,16.29,11,2.58,5.52,0.652,1,1,0,0
TXN102297,160.24,6,26.35,4.88,1.392,0,1,0,0
TXN107164,4.56,4,17.32,1.71,0.446,1,0,1,0
TXN107283,7.17,10,22.04,12.91,1.554,0,1,1,0
TXN110669,18.31,9,2.98,4.88,1.012,1,0,0,0
TXN100455,15.69,8,6.72,8.07,1.522,0,1,0,0
TXN108554,76.0,12,10.64,9.99,1.741,0,0,0,0
TXN109294,17.92,8,10.94,12.2,0.458,1,0,0,0
TXN114423,63.82,10,8.36,0.65,1.058,1,1,0,0
TXN108722,50.72,7,10.14,2.69,0.66,1,0,1,0
TXN112050,22.49,0,19.96,15.5,2.249,1,0,0,0
TXN106908,7.12,16,2.64,6.56,0.563,1,0,1,0
TXN108858,99.92,17,25.1,9.03,0.855,1,0,0,0
TXN110800,47.42,14,0.83,3.93,1.652,0,0,0,0
TXN106935,12.81,8,1.5,0.88,0.01,0,1,0,0
TXN110876,35.28,12,3.45,7.31,2.219,1,1,0,0
TXN111729,13.69,9,16.01,4.39,1.42,0,1,0,0
TXN104706,4.9,8,7.42,12.69,0.882,1,0,0,0
TXN105926,20.71,19,11.76,0.12,1.335,1,1,0,0
TXN113608,62.18,20,9.67,5.94,1.829,1,0,1,0
TXN100630,4.83,12,7.33,9.54,1.669,1,1,0,0
TXN101008,10.14,18,5.2,0.37,0.388,1,1,0,0
TXN102005,109.53,0,8.8,9.97,0.253,1,0,0,0
TXN105951,42.99,2,13.6,1.83,2.195,1,1,1,0
TXN110538,87.31,15,12.9,5.31,1.557,0,0,0,0
TXN103428,83.87,16,3.09,7.41,1.591,1,1,0,0
TXN111125,23.48,18,2.19,4.84,0.758,1,0,0,0
TXN108359,14.46,16,5.04,11.79,1.291,1,1,1,0
TXN101920,76.71,21,0.02,1.48,0.442,0,1,0,0
TXN101817,15.43,21,14.23,7.09,1.071,1,0,0,0
TXN110785,25.4,13,8.87,1.71,1.212,0,0,0,0
TXN114103,184.19,12,4.25,6.88,0.918,1,1,1,0
TXN111773,16.67,13,1.08,21.06,1.087,1,0,1,0
TXN110878,63.09,10,5.9,2.74,1.802,1,0,0,0
TXN106882,145.38,13,17.29,3.23,0.191,1,1,0,0
TXN108215,508.51,4,17.58,3.68,1.494,0,1,0,0
TXN102363,58.26,16,2.63,5.69,0.882,1,0,0,0
TXN107681,52.53,18,4.43,11.54,0.708,1,1,0,0
TXN111796,71.82,11,3.56,4.5,1.253,1,0,0,0
TXN114202,32.85,19,7.28,3.44,0.759,1,0,1,0
TXN109327,21.58,13,1.88,10.76,1.561,1,1,0,0
TXN108727,17.34,10,16.55,8.62,0.378,1,1,0,0
TXN110146,115.22,15,5.31,1.65,0.596,1,1,0,0
TXN109988,8.03,5,9.23,7.39,0.491,1,1,1,0
TXN114106,10.49,13,6.05,10.88,1.629,1,0,0,0
TXN104448,14.62,15,9.48,1.85,1.224,1,0,1,0
TXN109436,92.48,0,2.61,4.02,1.216,0,0,0,0
TXN108526,60.8,20,4.14,1.03,0.325,1,1,0,0
TXN108040,49.1,20,0.25,3.26,1.633,1,1,0,0
TXN102952,1042.29,16,2.34,8.74,1.672,0,1,0,0
TXN108904,99.18,8,17.56,15.49,1.275,1,1,1,0
TXN113386,104.63,9,8.82,1.91,0.062,1,1,0,0
TXN111632,63.66,22,6.04,1.34,1.431,1,1,1,0
TXN101945,79.35,13,4.6,13.64,0.085,0,0,0,0
TXN105287,51.87,9,16.82,11.32,1.068,1,0,0,0
TXN114196,13.76,13,15.56,5.41,1.255,1,0,1,0
TXN114086,95.08,15,4.01,0.82,1.556,1,1,0,0
TXN113170,20.87,15,7.85,5.22,1.087,1,1,0,0
TXN106649,13.36,14,3.43,12.64,0.947,1,0,0,0
TXN113080,2.44,11,1.37,6.17,0.905,1,1,0,0
TXN101159,104.81,8,3.29,2.97,1.792,1,0,0,0
TXN110446,7.39,3,24.08,5.27,1.606,1,1,0,0
TXN113932,43.22,10,13.72,10.87,0.517,1,1,0,0
TXN100050,37.01,12,3.98,0.84,1.601,0,0,1,0
TXN101545,49.6,16,9.59,12.55,1.959,1,1,1,0
TXN113474,25.72,19,11.44,11.04,0.234,1,0,1,0
TXN110506,43.34,17,20.01,10.15,0.872,1,1,1,0
TXN103156,27.51,11,14.83,0.84,0.882,1,0,1,0
TXN103227,130.39,7,3.97,2.01,1.451,1,1,0,0
TXN105587,2.69,5,9.89,12.49,1.448,1,0,0,0
TXN113883,16.9,8,7.02,1.61,1.791,1,1,0,0
TXN110372,191.84,10,17.8,7.24,1.072,1,0,0,0
TXN108592,24.43,10,8.89,6.98,0.164,1,1,0,0
TXN112869,14.19,6,11.91,2.19,1.752,1,1,0,0
TXN110555,72.44,15,7.76,9.59,0.512,1,0,1,0
TXN102348,51.39,6,10.48,6.49,0.798,1,1,0,0
TXN100203,114.38,13,15.37,11.26,0.399,1,1,1,0
TXN108553,23.39,18,25.0,6.0,0.857,1,1,1,0
TXN102565,112.33,3,16.48,6.99,1.065,0,1,0,0
TXN110827,88.4,2,7.85,3.3,0.324,1,0,0,0
TXN109784,38.42,5,1.55,13.91,1.575,1,1,1,0
TXN104565,53.92,11,10.37,7.33,2.299,1,1,0,0
TXN102281,12.17,12,2.66,4.04,0.43,1,1,1,0
TXN107456,42.29,7,16.16,1.6,1.159,1,1,0,0
TXN105468,11.43,5,11.02,12.59,0.628,1,1,0,0
TXN108563,110.89,15,3.72,5.65,0.662,0,0,0,0
TXN110552,36.65,12,13.32,6.53,0.67,1,1,1,0
TXN111845,22.2,15,3.18,13.52,0.956,1,1,0,0
TXN104058,141.14,16,6.14,1.21,1.379,0,1,0,0
TXN102403,30.46,13,5.95,2.48,0.235,1,1,0,0
TXN111449,30.53,9,13.27,1.95,0.845,1,1,0,0
TXN114777,182.21,21,22.85,1.44,5.485,0,0,1,1
TXN103859,98.4,14,3.91,0.36,1.043,0,0,1,0
TXN102775,47.03,17,1.62,2.16,0.496,1,1,0,0
TXN103069,24.86,9,1.29,10.53,0.981,1,1,0,0
TXN109106,190.48,8,19.19,4.83,1.227,0,1,0,0
TXN102712,10.94,1,0.9,1.38,1.185,1,1,1,0
TXN102150,99.57,14,9.72,3.63,1.668,1,1,1,0
TXN114742,121.59,11,9.47,8.01,4.33,0,0,0,1
TXN112599,50.07,19,15.44,3.28,0.533,0,1,0,0
TXN112744,8.38,17,7.92,7.31,1.525,0,0,0,0
TXN101803,12.09,0,7.07,2.55,1.949,1,1,0,0
TXN102632,19.62,13,8.46,1.87,0.917,0,1,1,0
TXN102036,87.28,17,18.87,4.69,0.699,1,1,0,0
TXN105140,89.82,17,1.17,15.43,0.589,0,1,1,0
TXN108808,49.38,16,1.72,12.75,0.974,1,1,0,0
TXN103231,43.75,22,1.09,12.17,1.596,1,1,0,0
TXN113222,6.66,11,4.2,11.88,1.961,1,0,1,0
TXN101976,5.24,21,2.75,1.03,0.066,0,1,1,0
TXN112166,9.86,3,9.57,11.52,0.699,1,1,1,0
TXN113205,21.39,9,8.04,7.12,0.809,1,0,0,0
TXN102891,11.21,15,0.77,16.54,0.518,1,0,1,0
TXN108391,102.02,6,17.2,2.94,0.619,0,0,0,0
TXN114900,18.49,18,60.13,13.32,6.342,0,0,1,1
TXN113326,10.93,11,7.01,5.37,1.26,1,0,0,0
TXN107092,27.95,8,1.7,0.71,0.93,1,0,0,0
TXN111709,50.33,0,31.08,0.33,1.383,1,1,0,0
TXN106741,6.66,10,11.62,8.89,1.351,1,1,1,0
TXN111073,18.85,5,8.56,3.97,0.749,1,1,0,0
TXN111229,20.72,19,10.72,4.65,0.858,0,0,0,0
TXN110568,61.0,20,9.77,3.49,0.746,1,0,1,0
TXN109021,99.87,0,5.85,6.03,1.631,1,0,0,0
TXN112197,25.59,15,10.82,11.55,1.395,1,1,0,0
TXN109295,89.1,15,1.97,11.9,1.551,1,1,1,0
TXN109276,31.77,12,25.37,4.44,1.162,1,1,0,0
TXN113884,20.2,13,2.53,3.09,1.849,0,1,0,0
TXN105883,82.01,1,2.38,17.62,1.182,1,1,0,0
TXN102258,34.19,15,21.68,2.72,0.37,1,1,0,0
TXN100533,49.85,14,19.82,4.45,0.851,1,0,0,0
TXN108493,82.07,10,16.49,12.05,1.004,0,1,1,0
TXN101840,17.21,11,0.88,8.97,2.73,1,0,1,0
TXN100948,9.25,17,11.98,0.93,1.907,1,0,0,0
TXN109676,34.64,15,11.79,5.25,1.784,1,1,0,0
TXN103857,85.38,17,6.99,9.16,1.796,1,1,0,0
TXN102546,11.64,12,9.88,3.67,1.234,0,1,1,0
TXN109536,107.95,11,1.75,4.98,0.584,0,0,1,0
TXN107324,41.6,6,10.91,11.21,0.481,1,1,1,0
TXN108461,3.57,10,15.5,15.31,0.789,1,0,1,0
TXN112850,57.52,17,0.64,6.73,0.608,0,1,0,0
TXN105272,11.43,11,8.28,1.53,0.151,1,0,0,0
TXN106885,8.93,15,1.49,2.03,1.374,1,0,0,0
TXN103950,127.48,13,37.11,0.97,0.847,1,1,1,0
TXN104892,131.37,7,20.38,6.38,0.97,1,1,1,0
TXN113925,70.06,9,13.53,4.11,1.132,0,0,1,0
TXN103657,149.9,6,6.81,17.13,1.118,0,1,1,0
TXN104482,111.98,10,7.64,8.66,1.594,1,1,1,0
TXN114451,43.06,14,4.69,11.47,1.507,1,1,0,0
TXN112152,43.16,16,4.5,3.13,1.138,1,0,0,0
TXN102634,58.36,9,10.13,5.8,0.973,1,1,0,0
TXN107068,6.94,16,3.41,14.11,0.28,0,1,0,0
TXN103710,201.99,22,9.45,10.84,1.708,1,1,0,0
TXN102945,26.64,18,1.27,0.96,2.264,1,0,1,0
TXN103426,22.97,11,5.94,6.73,0.304,0,0,1,0
TXN109400,13.22,4,0.8,1.9,1.413,1,1,0,0
TXN101625,40.64,19,18.75,4.58,0.754,1,0,1,0
TXN101462,100.18,20,19.14,7.05,1.901,0,1,0,0
TXN109379,78.78,23,6.84,7.79,0.096,0,0,0,0
TXN106087,22.84,2,5.61,19.61,1.226,1,0,0,0
TXN108690,21.21,7,8.05,10.91,0.166,0,1,1,0
TXN111590,146.22,18,6.37,6.77,0.073,1,1,0,0
TXN105148,32.53,0,5.4,17.67,1.634,1,1,1,0
TXN107782,7.1,20,10.18,4.57,0.906,1,0,0,0
TXN105183,165.99,9,1.63,3.19,1.604,0,0,0,0
TXN114655,91.77,9,28.02,11.35,4.07,1,0,1,1
TXN100330,25.53,5,13.38,0.67,0.965,1,1,1,0
TXN107733,83.71,7,5.85,12.26,1.555,1,1,0,0
TXN111959,140.31,14,6.37,2.64,0.566,0,1,0,0
TXN102147,233.39,9,6.89,7.09,1.496,1,0,1,0
TXN101377,20.1,19,2.96,3.32,0.691,1,1,1,0
TXN101081,91.7,13,25.69,0.45,0.838,1,1,0,0
TXN112042,75.0,9,13.31,14.28,0.208,1,1,0,0
TXN103406,27.46,0,13.3,0.52,1.173,1,1,0,0
TXN103113,43.11,11,3.03,11.68,0.424,1,1,0,0
TXN105284,21.9,13,0.57,20.76,0.153,0,1,0,0
TXN113381,165.88,8,9.06,7.3,0.156,0,1,1,0
TXN109640,118.96,10,9.4,2.47,0.476,1,0,0,0
TXN104737,18.97,7,8.18,4.61,1.397,0,0,1,0
TXN106248,156.5,16,4.86,2.08,1.381,0,0,1,0
TXN104406,224.4,3,6.22,0.39,1.188,1,1,1,0
TXN100688,14.86,9,1.48,4.51,0.2,1,0,0,0
TXN113823,134.08,11,13.26,8.74,1.788,0,1,0,0
TXN111461,161.99,12,6.67,1.54,0.034,1,1,0,0
TXN105726,152.17,7,1.83,2.86,1.062,0,1,0,0
TXN112721,25.88,14,5.67,0.23,1.509,1,0,0,0
TXN112012,31.22,1,8.28,9.09,0.865,0,0,0,0
TXN104617,59.01,10,0.25,11.68,0.733,1,0,1,0
TXN102482,15.73,6,8.98,9.4,1.237,1,1,1,0
TXN110994,61.07,3,14.81,11.59,1.121,0,1,0,0
TXN106930,101.86,20,23.43,11.74,1.384,1,1,1,0
TXN110957,8.25,11,3.1,8.18,0.613,1,1,1,0
TXN104669,133.06,11,0.45,2.4,0.426,0,1,0,0
TXN100187,15.03,4,13.35,12.05,1.015,0,0,0,0
TXN114877,5.0,18,43.67,27.49,3.025,0,1,0,1
TXN110952,59.94,16,10.14,3.03,0.148,1,1,0,0
TXN106147,101.89,20,4.9,4.9,1.263,1,0,0,0
TXN108307,257.44,21,6.66,9.04,0.999,1,0,0,0
TXN113376,9.44,12,16.31,7.11,1.214,1,1,1,0
TXN100702,2.52,18,13.56,12.79,2.127,1,1,0,0
TXN110991,23.12,3,15.65,3.23,0.797,1,1,1,0
TXN102895,16.69,4,0.01,11.23,0.155,1,1,0,0
TXN109582,26.02,19,1.32,3.42,1.423,0,1,0,0
TXN103501,207.74,18,3.01,3.16,1.44,0,1,1,0
TXN104761,45.56,12,1.49,13.2,1.05,0,1,0,0
TXN100552,19.07,17,12.31,3.39,1.039,1,1,1,0
TXN105301,66.49,8,8.16,1.98,1.726,1,0,1,0
TXN114029,86.64,18,8.92,7.18,1.387,1,1,0,0
TXN107992,43.45,8,22.95,7.97,0.859,1,1,1,0
TXN107405,31.34,10,17.76,9.44,0.113,1,0,1,0
TXN100205,85.71,20,0.99,2.88,1.515,1,1,1,0
TXN109535,81.19,0,6.22,0.67,1.4,1,1,0,0
TXN113741,22.9,14,11.14,7.49,1.389,0,1,1,0
TXN108386,7.46,14,5.86,1.98,1.185,0,1,0,0
TXN103598,21.83,17,7.0,6.95,1.843,1,1,0,0
TXN113551,8.97,9,23.47,17.26,1.548,1,1,1,0
TXN105567,57.87,21,5.15,1.56,1.397,0,1,0,0
TXN111386,64.46,9,6.28,14.09,1.182,0,1,0,0
TXN102479,102.81,15,9.51,6.51,1.11,1,0,0,0
TXN110893,4.72,7,3.53,4.12,1.091,0,1,0,0
TXN101563,64.65,14,14.91,7.97,1.882,0,0,0,0
TXN111284,40.29,11,5.7,1.01,1.181,0,0,1,0
TXN112141,95.48,17,10.01,5.89,1.613,1,0,0,0
TXN109445,339.23,13,2.48,22.35,0.535,1,0,0,0
TXN100905,74.29,16,14.37,2.45,1.721,0,1,0,0
TXN105721,15.53,14,7.74,0.38,2.208,0,0,1,0
TXN105834,40.73,9,23.37,1.91,0.271,1,1,0,0
TXN107377,178.47,12,4.21,9.0,0.393,1,1,1,0
TXN111840,25.27,1,24.72,8.1,1.509,1,0,0,0
TXN113087,6.03,10,7.88,14.76,0.586,1,1,0,0
TXN109158,106.4,14,12.03,8.93,0.939,1,0,0,0
TXN103093,32.66,1,6.97,4.23,1.162,0,1,1,0
TXN104012,34.14,0,16.23,7.55,0.245,1,1,1,0
TXN110732,41.14,18,10.27,1.38,1.247,1,1,0,0
TXN111788,8.88,22,2.44,1.61,1.815,0,1,1,0
TXN109866,22.08,15,9.9,13.49,2.252,1,1,0,0
